OSS;MATRICOLA;CODICE_COMPAGNIA;RAGIONE_SOCIALE
375;A000002250;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
376;A000002260;A463S;ALLIANZ SOCIETA' PER AZIONI
377;A000002260;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
378;A000002294;A044S;GENERALI ITALIA S.P.A.
379;A000002294;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
380;A000002294;A390S;EUROP ASSISTANCE ITALIA S.P.A.
381;A000002295;A055X;HDI ASSICURAZIONI S.P.A.
382;A000002295;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
383;A000002302;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
384;A000002321;40354;METLIFE INSURANCE LIMITED
385;A000002321;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
386;A000002324;D908R;COMPAGNIE FRANÇAISE D'ASSURANCE POUR LE COMMERCE EXTÉRIEUR S.A. (COFACE)
387;A000002331;D908R;COMPAGNIE FRANÇAISE D'ASSURANCE POUR LE COMMERCE EXTÉRIEUR S.A. (COFACE)
388;A000002351;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
389;A000002365;A135S;VITTORIA ASSICURAZIONI S.P.A.
390;A000002367;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
391;A000002432;A342S;UNISALUTE S.P.A.
392;A000002432;A505S;UNIPOL ASSICURAZIONI S.P.A.
393;A000002433;A044S;GENERALI ITALIA S.P.A.
394;A000002433;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
395;A000002433;A390S;EUROP ASSISTANCE ITALIA S.P.A.
396;A000002444;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
397;A000002444;A463S;ALLIANZ SOCIETA' PER AZIONI
398;A000002444;A484S;TUTELA LEGALE S.P.A.
399;A000002444;D891R;AWP P&C S.A.
400;A000002452;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
401;A000002452;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
402;A000002452;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
403;A000002452;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
404;A000002452;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
405;A000002468;A044S;GENERALI ITALIA S.P.A.
406;A000002468;A390S;EUROP ASSISTANCE ITALIA S.P.A.
407;A000002498;A044S;GENERALI ITALIA S.P.A.
408;A000002498;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
409;A000002498;A390S;EUROP ASSISTANCE ITALIA S.P.A.
410;A000002501;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
411;A000002520;A342S;UNISALUTE S.P.A.
412;A000002520;A505S;UNIPOL ASSICURAZIONI S.P.A.
413;A000002538;A135S;VITTORIA ASSICURAZIONI S.P.A.
414;A000002550;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
415;A000002550;A294S;SARA VITA S.P.A.
416;A000002565;A077S;ZURICH INVESTMENTS LIFE S.P.A.
417;A000002565;D866R;ZURICH INSURANCE EUROPE AG
418;A000002565;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
419;A000002565;X497R;ZURICH INSURANCE COMPANY LTD
420;A000002570;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
421;A000002570;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
422;A000002570;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
423;A000002611;10400;MERKUR VERSICHERUNG AKTIENGESELLSCHAFT
424;A000002611;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
425;A000002611;A463S;ALLIANZ SOCIETA' PER AZIONI
426;A000002611;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
427;A000002611;D857R;TIROLER VERSICHERUNG V.A.G
428;A000002611;D969R;ADRIATIC OSIGURANJE D.D.
429;A000002626;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
430;A000002626;A463S;ALLIANZ SOCIETA' PER AZIONI
431;A000002626;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
432;A000002626;D891R;AWP P&C S.A.
433;A000002626;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
434;A000002635;A044S;GENERALI ITALIA S.P.A.
435;A000002641;A044S;GENERALI ITALIA S.P.A.
436;A000002657;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
437;A000002657;A294S;SARA VITA S.P.A.
438;A000002663;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
439;A000002663;A294S;SARA VITA S.P.A.
440;A000002676;A044S;GENERALI ITALIA S.P.A.
441;A000002676;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
442;A000002676;A390S;EUROP ASSISTANCE ITALIA S.P.A.
443;A000002678;A044S;GENERALI ITALIA S.P.A.
444;A000002678;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
445;A000002678;A390S;EUROP ASSISTANCE ITALIA S.P.A.
446;A000002695;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
447;A000002699;A463S;ALLIANZ SOCIETA' PER AZIONI
448;A000002699;A505S;UNIPOL ASSICURAZIONI S.P.A.
449;A000002699;D891R;AWP P&C S.A.
450;A000002712;A505S;UNIPOL ASSICURAZIONI S.P.A.
451;A000002727;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
452;A000002727;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
453;A000002727;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
454;A000002750;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
455;A000002750;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
456;A000002750;A463S;ALLIANZ SOCIETA' PER AZIONI
457;A000002750;D878R;ALLIANZ GLOBAL LIFE DAC
458;A000002750;D891R;AWP P&C S.A.
459;A000002752;A463S;ALLIANZ SOCIETA' PER AZIONI
460;A000002752;D878R;ALLIANZ GLOBAL LIFE DAC
461;A000002752;D891R;AWP P&C S.A.
462;A000002752;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
463;A000002775;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
464;A000002775;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
465;A000002775;A463S;ALLIANZ SOCIETA' PER AZIONI
466;A000002775;A505S;UNIPOL ASSICURAZIONI S.P.A.
467;A000002775;D891R;AWP P&C S.A.
468;A000002777;A055X;HDI ASSICURAZIONI S.P.A.
469;A000002777;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
470;A000002784;A055X;HDI ASSICURAZIONI S.P.A.
471;A000002784;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
472;A000002784;D969R;ADRIATIC OSIGURANJE D.D.
473;A000002803;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
474;A000002803;A339S;CNP VITA ASSICURA S.P.A.
475;A000002803;A463S;ALLIANZ SOCIETA' PER AZIONI
476;A000002845;A055X;HDI ASSICURAZIONI S.P.A.
477;A000002847;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
478;A000002848;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
479;A000002870;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
480;A000002874;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
481;A000002907;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
482;A000002911;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
483;A000002947;A135S;VITTORIA ASSICURAZIONI S.P.A.
484;A000002948;A135S;VITTORIA ASSICURAZIONI S.P.A.
485;A000002958;A135S;VITTORIA ASSICURAZIONI S.P.A.
486;A000002968;A135S;VITTORIA ASSICURAZIONI S.P.A.
487;A000002974;A135S;VITTORIA ASSICURAZIONI S.P.A.
488;A000002986;A135S;VITTORIA ASSICURAZIONI S.P.A.
489;A000002998;A135S;VITTORIA ASSICURAZIONI S.P.A.
490;A000003008;A135S;VITTORIA ASSICURAZIONI S.P.A.
491;A000003013;A135S;VITTORIA ASSICURAZIONI S.P.A.
492;A000003014;A135S;VITTORIA ASSICURAZIONI S.P.A.
493;A000003030;A135S;VITTORIA ASSICURAZIONI S.P.A.
494;A000003030;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
495;A000003049;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
496;A000003073;A044S;GENERALI ITALIA S.P.A.
497;A000003073;A390S;EUROP ASSISTANCE ITALIA S.P.A.
498;A000003078;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
499;A000003091;A055X;HDI ASSICURAZIONI S.P.A.
500;A000003091;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
501;A000003094;A044S;GENERALI ITALIA S.P.A.
502;A000003094;A055X;HDI ASSICURAZIONI S.P.A.
503;A000003094;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
504;A000003094;A390S;EUROP ASSISTANCE ITALIA S.P.A.
505;A000003094;A484S;TUTELA LEGALE S.P.A.
506;A000003105;A044S;GENERALI ITALIA S.P.A.
507;A000003105;A390S;EUROP ASSISTANCE ITALIA S.P.A.
508;A000003120;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
509;A000003120;D952R;LLOYD'S INSURANCE COMPANY SA
510;A000003124;A044S;GENERALI ITALIA S.P.A.
511;A000003124;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
512;A000003124;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
513;A000003124;A390S;EUROP ASSISTANCE ITALIA S.P.A.
514;A000003179;A342S;UNISALUTE S.P.A.
515;A000003179;A505S;UNIPOL ASSICURAZIONI S.P.A.
516;A000003187;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
517;A000003187;A339S;CNP VITA ASSICURA S.P.A.
518;A000003187;A463S;ALLIANZ SOCIETA' PER AZIONI
519;A000003187;D891R;AWP P&C S.A.
520;A000003188;A339S;CNP VITA ASSICURA S.P.A.
521;A000003188;A390S;EUROP ASSISTANCE ITALIA S.P.A.
522;A000003188;A463S;ALLIANZ SOCIETA' PER AZIONI
523;A000003196;A342S;UNISALUTE S.P.A.
524;A000003196;A505S;UNIPOL ASSICURAZIONI S.P.A.
525;A000003224;A044S;GENERALI ITALIA S.P.A.
526;A000003224;A390S;EUROP ASSISTANCE ITALIA S.P.A.
527;A000003226;A044S;GENERALI ITALIA S.P.A.
528;A000003226;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
529;A000003226;A390S;EUROP ASSISTANCE ITALIA S.P.A.
530;A000003235;A463S;ALLIANZ SOCIETA' PER AZIONI
531;A000003235;D878R;ALLIANZ GLOBAL LIFE DAC
532;A000003235;D891R;AWP P&C S.A.
533;A000003235;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
534;A000003248;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
535;A000003248;A484S;TUTELA LEGALE S.P.A.
536;A000003286;A044S;GENERALI ITALIA S.P.A.
537;A000003286;A390S;EUROP ASSISTANCE ITALIA S.P.A.
538;A000003292;C399R;INTER PARTNER ASSISTANCE SA
539;A000003294;A044S;GENERALI ITALIA S.P.A.
540;A000003294;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
541;A000003297;A055X;HDI ASSICURAZIONI S.P.A.
542;A000003302;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
543;A000003302;A294S;SARA VITA S.P.A.
544;A000003302;A484S;TUTELA LEGALE S.P.A.
545;A000003319;A044S;GENERALI ITALIA S.P.A.
546;A000003319;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
547;A000003319;A390S;EUROP ASSISTANCE ITALIA S.P.A.
548;A000003339;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
549;A000003339;A342S;UNISALUTE S.P.A.
550;A000003339;A505S;UNIPOL ASSICURAZIONI S.P.A.
551;A000003370;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
552;A000003409;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
553;A000003409;A342S;UNISALUTE S.P.A.
554;A000003409;A505S;UNIPOL ASSICURAZIONI S.P.A.
555;A000003435;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
556;A000003435;A342S;UNISALUTE S.P.A.
557;A000003435;A505S;UNIPOL ASSICURAZIONI S.P.A.
558;A000003463;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
559;A000003463;A294S;SARA VITA S.P.A.
560;A000003489;A077S;ZURICH INVESTMENTS LIFE S.P.A.
561;A000003489;D866R;ZURICH INSURANCE EUROPE AG
562;A000003489;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
563;A000003489;X497R;ZURICH INSURANCE COMPANY LTD
564;A000003494;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
565;A000003494;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
566;A000003494;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
567;A000003494;A361S;CF LIFE COMPAGNIA DI ASSICURAZIONI VITA S.P.A.
568;A000003494;A390S;EUROP ASSISTANCE ITALIA S.P.A.
569;A000003494;A472S;CF ASSICURAZIONI S.P.A. - COMPAGNIA DI ASSICURAZIONE PER IL CREDITO E LA FAMIGLIA
570;A000003494;A478S;AMTRUST ASSICURAZIONI S.P.A.
571;A000003494;A484S;TUTELA LEGALE S.P.A.
572;A000003494;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
573;A000003501;A463S;ALLIANZ SOCIETA' PER AZIONI
574;A000003501;A505S;UNIPOL ASSICURAZIONI S.P.A.
575;A000003558;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
576;A000003558;A390S;EUROP ASSISTANCE ITALIA S.P.A.
577;A000003558;A463S;ALLIANZ SOCIETA' PER AZIONI
578;A000003577;A055X;HDI ASSICURAZIONI S.P.A.
579;A000003592;A077S;ZURICH INVESTMENTS LIFE S.P.A.
580;A000003592;D947R;AIG EUROPE S.A.
581;A000003609;A044S;GENERALI ITALIA S.P.A.
582;A000003609;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
583;A000003609;A390S;EUROP ASSISTANCE ITALIA S.P.A.
584;A000003637;A463S;ALLIANZ SOCIETA' PER AZIONI
585;A000003637;D891R;AWP P&C S.A.
586;A000003637;D969R;ADRIATIC OSIGURANJE D.D.
587;A000003639;A342S;UNISALUTE S.P.A.
588;A000003639;A505S;UNIPOL ASSICURAZIONI S.P.A.
589;A000003646;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
590;A000003646;A339S;CNP VITA ASSICURA S.P.A.
591;A000003646;A463S;ALLIANZ SOCIETA' PER AZIONI
592;A000003646;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
593;A000003691;A135S;VITTORIA ASSICURAZIONI S.P.A.
594;A000003699;A342S;UNISALUTE S.P.A.
595;A000003699;A505S;UNIPOL ASSICURAZIONI S.P.A.
596;A000003776;A342S;UNISALUTE S.P.A.
597;A000003776;A505S;UNIPOL ASSICURAZIONI S.P.A.
598;A000003778;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
599;A000003778;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
600;A000003778;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
601;A000003778;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
602;A000003788;A342S;UNISALUTE S.P.A.
603;A000003788;A505S;UNIPOL ASSICURAZIONI S.P.A.
604;A000003794;A044S;GENERALI ITALIA S.P.A.
605;A000003795;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
606;A000003804;A342S;UNISALUTE S.P.A.
607;A000003804;A390S;EUROP ASSISTANCE ITALIA S.P.A.
608;A000003804;A505S;UNIPOL ASSICURAZIONI S.P.A.
609;A000003865;A044S;GENERALI ITALIA S.P.A.
610;A000003865;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
611;A000003865;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
612;A000003886;A342S;UNISALUTE S.P.A.
613;A000003886;A505S;UNIPOL ASSICURAZIONI S.P.A.
614;A000003933;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
615;A000003946;A044S;GENERALI ITALIA S.P.A.
616;A000003949;A463S;ALLIANZ SOCIETA' PER AZIONI
617;A000003975;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
618;A000003981;A044S;GENERALI ITALIA S.P.A.
619;A000003981;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
620;A000003981;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
621;A000004007;A342S;UNISALUTE S.P.A.
622;A000004007;A505S;UNIPOL ASSICURAZIONI S.P.A.
623;A000004011;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
624;A000004011;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
625;A000004011;A390S;EUROP ASSISTANCE ITALIA S.P.A.
626;A000004011;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
627;A000004011;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
628;A000004110;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
629;A000004113;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
630;A000004113;A294S;SARA VITA S.P.A.
631;A000004167;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
632;A000004167;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
633;A000004167;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
634;A000004167;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
635;A000004210;A463S;ALLIANZ SOCIETA' PER AZIONI
636;A000004210;A505S;UNIPOL ASSICURAZIONI S.P.A.
637;A000004210;D878R;ALLIANZ GLOBAL LIFE DAC
638;A000004210;D891R;AWP P&C S.A.
639;A000004234;D937R;ATRADIUS CRÉDITO Y CAUCIÓN S.A. DE SEGUROS Y REASEGUROS
640;A000004261;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
641;A000004261;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
642;A000004261;A463S;ALLIANZ SOCIETA' PER AZIONI
643;A000004261;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
644;A000004280;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
645;A000004290;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
646;A000004290;A463S;ALLIANZ SOCIETA' PER AZIONI
647;A000004290;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
648;A000004290;D878R;ALLIANZ GLOBAL LIFE DAC
649;A000004290;D891R;AWP P&C S.A.
650;A000004290;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
651;A000004297;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
652;A000004298;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
653;A000004298;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
654;A000004305;A044S;GENERALI ITALIA S.P.A.
655;A000004305;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
656;A000004305;A390S;EUROP ASSISTANCE ITALIA S.P.A.
657;A000004311;A077S;ZURICH INVESTMENTS LIFE S.P.A.
658;A000004311;D866R;ZURICH INSURANCE EUROPE AG
659;A000004311;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
660;A000004311;X497R;ZURICH INSURANCE COMPANY LTD
661;A000004315;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
662;A000004316;D957R;CHUBB EUROPEAN GROUP SE
663;A000004349;A342S;UNISALUTE S.P.A.
664;A000004349;A505S;UNIPOL ASSICURAZIONI S.P.A.
665;A000004404;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
666;A000004404;A294S;SARA VITA S.P.A.
667;A000004413;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
668;A000004413;A463S;ALLIANZ SOCIETA' PER AZIONI
669;A000004413;A505S;UNIPOL ASSICURAZIONI S.P.A.
670;A000004413;D878R;ALLIANZ GLOBAL LIFE DAC
671;A000004413;D891R;AWP P&C S.A.
672;A000004413;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
673;A000004454;A037S;AXA ASSICURAZIONI S.P.A.
674;A000004454;C399R;INTER PARTNER ASSISTANCE SA
675;A000004454;D870R;AXA LIFE EUROPE DAC
676;A000004457;A342S;UNISALUTE S.P.A.
677;A000004457;A505S;UNIPOL ASSICURAZIONI S.P.A.
678;A000004460;A044S;GENERALI ITALIA S.P.A.
679;A000004460;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
680;A000004460;A390S;EUROP ASSISTANCE ITALIA S.P.A.
681;A000004464;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
682;A000004469;A463S;ALLIANZ SOCIETA' PER AZIONI
683;A000004469;D891R;AWP P&C S.A.
684;A000004473;A077S;ZURICH INVESTMENTS LIFE S.P.A.
685;A000004473;D866R;ZURICH INSURANCE EUROPE AG
686;A000004473;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
687;A000004473;X497R;ZURICH INSURANCE COMPANY LTD
688;A000004487;A135S;VITTORIA ASSICURAZIONI S.P.A.
689;A000004487;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
690;A000004489;A055X;HDI ASSICURAZIONI S.P.A.
691;A000004489;A463S;ALLIANZ SOCIETA' PER AZIONI
692;A000004489;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
693;A000004489;A505S;UNIPOL ASSICURAZIONI S.P.A.
694;A000004489;D891R;AWP P&C S.A.
695;A000004490;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
696;A000004490;A463S;ALLIANZ SOCIETA' PER AZIONI
697;A000004490;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
698;A000004495;A055X;HDI ASSICURAZIONI S.P.A.
699;A000004495;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
700;A000004505;A077S;ZURICH INVESTMENTS LIFE S.P.A.
701;A000004505;D866R;ZURICH INSURANCE EUROPE AG
702;A000004505;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
703;A000004505;X497R;ZURICH INSURANCE COMPANY LTD
704;A000004506;A342S;UNISALUTE S.P.A.
705;A000004506;A505S;UNIPOL ASSICURAZIONI S.P.A.
706;A000004519;A135S;VITTORIA ASSICURAZIONI S.P.A.
707;A000004526;A077S;ZURICH INVESTMENTS LIFE S.P.A.
708;A000004526;D866R;ZURICH INSURANCE EUROPE AG
709;A000004526;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
710;A000004526;X497R;ZURICH INSURANCE COMPANY LTD
711;A000004537;A077S;ZURICH INVESTMENTS LIFE S.P.A.
712;A000004537;D866R;ZURICH INSURANCE EUROPE AG
713;A000004537;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
714;A000004537;X497R;ZURICH INSURANCE COMPANY LTD
715;A000004580;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
716;A000004583;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
717;A000004583;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
718;A000004600;A044S;GENERALI ITALIA S.P.A.
719;A000004600;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
720;A000004600;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
721;A000004632;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
722;A000004632;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
723;A000004632;A484S;TUTELA LEGALE S.P.A.
724;A000004641;A055X;HDI ASSICURAZIONI S.P.A.
725;A000004641;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
726;A000004641;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
727;A000004641;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
728;A000004668;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
729;A000004668;A339S;CNP VITA ASSICURA S.P.A.
730;A000004668;A390S;EUROP ASSISTANCE ITALIA S.P.A.
